;thetaS;thetaR;alpha;n;AirEntry;resid;NrIter
0;0.907290255657;0.0451831494062;0.108887431203;10.0;1.25082461912;0.0125109227461;44.0
1;0.530772402052;0.0302226292907;0.1;10.0;1.28681791236;0.00512085113689;44.0
2;0.937115391411;0.0198112748537;0.159850590643;10.0;1.38280353817;0.0145527595718;39.0
3;0.718304547527;0.0;0.1;10.0;1.21747202426;0.0146433051135;100.0
4;0.894914829235;0.0842161811786;0.1;6.29949778178;1.41713538716;0.0666004253633;100.0
5;0.687849940087;0.0183304012347;0.1;10.0;1.24036934845;0.0497524037851;44.0
6;0.682539147565;2.88081789455e-07;0.1;10.0;1.2058227128;0.0103002255742;43.0
7;0.625548097433;0.0;0.1;0.290321868199;1.22699580827;0.00697545244495;32.0
8;0.583750551843;0.0;0.1;0.36554347186;1.22676111411;0.0126190725848;71.0
9;0.868351844407;0.0722802406556;0.1;10.0;1.20213382561;0.014708538182;41.0
10;0.5989261236;0.0;0.1;10.0;1.13922016964;0.00533274596778;36.0
11;0.645707147225;0.0;0.1;2.04868126475;1.1684897996;0.00784402433362;55.0
12;0.538260686271;0.0;0.1;3.57142516013;1.15565402996;0.00353631867076;47.0
13;0.94115267851;0.0299113452141;0.202631446595;10.0;1.51189874039;0.0481705450747;34.0
14;0.658625374877;0.0;0.1;9.52166412355;1.14903249472;0.0041689117777;100.0
15;0.939741934878;0.0370784621081;0.219518542504;10.0;1.44083376013;0.0370659216452;32.0
16;;;1.0;1.0;1.5;;2.0
17;0.692440072241;0.0;0.1;10.0;1.19946226462;0.0122786662547;44.0
18;0.634402752185;0.0;0.1;4.16995528624;1.14214500163;0.0218829914857;100.0
19;0.929858556199;0.0440590052828;0.109362304322;10.0;1.35697674795;0.0385619970335;65.0
20;0.934803666472;0.0337430807342;0.184176374268;10.0;1.33995314776;0.00295511837276;33.0
21;0.566062017282;0.0;0.1;4.91402699788;1.19485977449;0.00393766447928;50.0
22;0.592602417007;0.0;0.1;0.924142193646;1.17716002197;0.0142229178335;52.0
23;0.921190790801;0.03364466976;0.1;10.0;1.4246472933;0.0338709988662;92.0
24;0.575404600524;0.0;0.1;10.0;1.11839014992;0.0157637329822;42.0
25;0.673189280936;0.0666316318808;0.1;10.0;1.190892207;0.02097644943;39.0
26;0.688050583841;0.0537848867982;0.1;10.0;1.20496543471;0.0193953643098;36.0
27;0.922774620502;0.0363973952533;0.1;10.0;1.43766618395;0.0343664755042;100.0
28;0.605516329642;0.0;0.1;10.0;1.15832632703;0.00886186626384;43.0
29;0.822085143919;0.0;0.1;7.95788433484;1.15011502218;0.0157896765439;56.0
30;0.550560915174;0.0396071894634;0.1;10.0;1.24698378877;0.00731080834501;37.0
31;0.634657615135;0.0454648915143;0.1;10.0;1.27393382632;0.00932703941565;51.0
32;0.628887238547;0.0;0.1;0.727890720372;1.20162690988;0.0158545433197;100.0
33;0.718678870066;0.0460228000193;0.1;10.0;1.25812293427;0.0156588805221;41.0
34;0.925904494705;0.0387356175826;0.1;10.0;1.30420080388;0.0330553313964;74.0
35;0.622318223068;0.0;0.1;3.49487850104;1.1804064657;0.00612964029469;45.0
36;0.932220316067;0.0423971699541;0.1;10.0;1.33327067512;0.0359798854635;42.0
37;0.74316022745;0.0;0.1;10.0;1.19465018449;0.014045818794;100.0
38;0.534429056953;0.0;0.1;5.86337346263;1.1593678054;0.00469159645241;46.0
39;0.571905414415;0.0;0.1;7.25649856751;1.16286828545;0.00319499954937;49.0
40;0.931268534054;0.0414304812786;0.1;10.0;1.40956014299;0.0403976168458;100.0
41;0.571318477238;0.0693396030438;0.1;10.0;1.23856630852;0.00411682214723;38.0
42;0.941983499463;0.0392944692433;0.187818349779;10.0;1.57625917983;0.0437754087899;32.0
43;0.615310059324;0.0;0.1;1.36918950017;1.16900363367;0.00214561812678;52.0
44;0.510748494196;0.0;0.1;0.376699779333;1.19047909443;0.00667589063841;45.0
45;0.509218095137;0.0;0.210821837564;2.32137296721;1.20327978918;0.000127814516435;22.0
46;0.474094721877;0.0;0.1;1.53052687185;1.17664746746;0.00564463863889;45.0
47;0.905476460945;0.0597291962801;0.1;10.0;1.70789774833;0.0314296559874;100.0
48;0.888667214613;0.0869583693595;0.1;3.57915584968;1.32782187325;0.267677095741;100.0
49;0.503429251999;0.0;0.1;0.202325379284;1.32551093497;0.00659715456515;80.0
50;;;1.0;1.0;1.5;0.0;2.0
51;0.649177230728;0.0;0.1;0.514338888312;1.17786730369;0.00122134377819;66.0
52;0.691080309209;0.0;0.1;0.896498357961;1.15085502721;0.00750297412754;40.0
53;0.926275079932;0.0607618594468;0.1;10.0;1.44553768542;0.086704392578;100.0
54;0.919273269787;0.050551409035;0.1;10.0;1.44502713752;0.0922959483211;100.0
55;0.651181610155;0.0;0.1;10.0;1.16082275723;0.00472212021397;38.0
56;0.942966320708;0.0453502120296;0.111082025029;10.0;1.33700992286;0.0497904141877;92.0
57;0.484606387951;0.0;0.1;0.404242820678;1.22976843062;0.0146641370129;35.0
58;0.394214663423;0.0;0.1;0.887073009832;1.24620214885;0.00409919485301;37.0
59;0.802824890291;0.0637974889117;0.1;10.0;1.25204937608;0.0135708591728;32.0
60;0.551962157811;0.0;0.1;10.0;1.18096584582;0.00178257497793;49.0
61;0.704384277444;0.0646475677605;0.1;10.0;1.20305305177;0.0302124426886;34.0
62;0.507690583623;0.0;0.1;10.0;1.1594445147;0.00308719731621;34.0
63;0.924803446945;0.0470449566005;0.1;10.0;1.25255974575;0.0455089394123;89.0
64;0.459923302583;0.0;0.1;2.13304708226;1.09938505173;0.0142065865343;100.0
65;0.537957998452;0.0;0.1;0.177659743354;1.23319757944;0.0163331382694;33.0
66;0.889170923717;0.0;0.1303296269;10.0;1.1363530808;0.0188107047015;30.0
67;0.592701368818;0.0451811835391;1.12494108334;10.0;1.26428132187;0.0111499393797;60.0
68;0.538233320692;0.0;0.436107394907;1.74604227063;1.30633945326;0.00564960201014;37.0
69;0.587475025681;0.0211241728572;0.1;10.0;1.22975945498;0.0133581141555;40.0
70;0.893563225646;0.0300209734073;0.1;10.0;1.30689338552;0.01290229928;100.0
71;0.592748005578;0.0544672891969;0.1;10.0;1.25146472088;0.00566918624397;42.0
72;0.588815662402;1.0389874372e-05;0.1;10.0;1.21517130459;0.00793087903252;39.0
73;0.889187422065;0.0449188210379;0.1;10.0;1.36587016358;0.0224153959383;80.0
74;0.602805631438;0.0162832080505;0.1;10.0;1.29759153181;0.0220803458144;64.0
75;0.960247434832;0.0117869568723;0.1;10.0;1.52139931279;0.0319343625899;100.0
76;0.489909462124;0.0406061726307;0.1;10.0;1.25562577465;0.00567583172855;37.0
77;0.658918117107;0.0;0.1;3.68888791188;1.1739177853;0.00535713593795;47.0
78;0.667860629415;0.0;0.1;1.2806214423;1.25232710599;0.00870354404324;52.0
79;0.888494650403;0.0705897371838;0.1;10.0;1.27527509279;0.00420332364206;36.0
80;0.537752286528;0.0;0.1;0.645545185891;1.227473523;0.00449625916495;32.0
81;0.745867787315;0.0;0.1;10.0;1.16867741639;0.0319686015156;38.0
82;0.931685521264;0.0440843375558;0.1;10.0;1.41585261554;0.0428650324711;100.0
83;0.637272215746;0.0;0.1;10.0;1.13509506029;0.00771355082755;43.0
84;0.547761966959;0.0587749218411;7.52843807937;0.0808308173907;1.48292421335;0.000143044897289;62.0
85;0.909545150998;0.0107756516166;0.1;10.0;1.17284233335;0.0152474474406;50.0
86;0.543098387451;0.0669486537742;0.1;0.0978909433637;1.51164295753;0.00485079851751;83.0
87;0.84724797659;0.06999065207;0.1;10.0;1.33433187614;0.0097162229232;80.0
88;0.63530796519;0.0;0.1;3.01575524209;1.13103889484;0.0175847833097;100.0
89;0.519059970081;0.0747773191327;1.56235160652;10.0;1.3482564771;0.0138540682777;100.0
90;0.689699234936;0.0;0.1;0.569672882912;1.1605230917;0.0363571052521;32.0
91;0.672228724394;0.0;0.1;10.0;1.12653243732;0.0200185711136;37.0
92;;;1.0;1.0;1.5;;2.0
93;0.556623447515;0.000562856843807;0.1;0.307582386928;1.22641460566;0.00467153884603;36.0
94;;;1.0;1.0;1.5;0.0;2.0
95;0.606307347716;0.0421841957394;0.1;10.0;1.16193413092;0.000815621036955;64.0
96;0.617947193698;0.0377041726918;0.1;10.0;1.18654420591;0.00661545518095;48.0
97;0.48439307132;0.0324180801599;0.1;10.0;1.26335494796;0.00397835633713;100.0
98;0.85609008851;0.0811521898344;0.1;10.0;1.44297248385;0.0539322684858;100.0
99;0.896862208225;0.0584451430799;0.1;10.0;1.34344533722;0.0420587825677;81.0
100;0.604076597163;0.0421242936144;0.301708712468;10.0;1.31199640327;0.0204679006496;36.0
101;0.912187113553;0.0366659699329;0.1;10.0;1.4011547882;0.03909813154;100.0
102;0.827550876282;0.074461079869;0.1;10.0;1.24697662455;0.0118027926593;36.0
103;0.506545608656;0.0214077539141;0.1;10.0;1.3596883624;0.00402059635654;92.0
104;0.54588179452;2.25154130872e-11;0.1;10.0;1.29006363858;0.00589371009845;100.0
105;0.53391970764;0.0;0.1;10.0;1.31158889902;0.000401454652866;37.0
106;0.495276980149;0.0283359119615;0.593744771721;10.0;1.54203098157;0.00786821215003;96.0
107;0.531895402858;0.0;0.1;10.0;1.2725239522;0.00187035740094;87.0
108;0.532071428256;0.0180430557317;0.1;10.0;1.33370934188;0.00897310183851;100.0
109;0.731323690102;0.0272373094415;0.1;10.0;1.40899838561;0.0279996256871;100.0
110;0.737975836335;0.0;0.1;8.77835506652;1.15751955577;0.0175395305374;66.0
111;0.729326582584;0.0;0.1;0.653132563296;1.14368473793;0.0327877445292;43.0
112;0.59777478726;0.0392696736775;0.1;10.0;1.24234876057;0.013121517748;35.0
113;0.90498467478;0.0528270992982;0.1;10.0;1.35915337202;0.0459782118487;93.0
114;0.878531155725;0.0558176203367;0.1;10.0;1.17292215549;0.0124772410717;35.0
115;0.518462312998;0.0158076483239;0.1;10.0;1.33831645656;0.00440516991977;100.0
116;0.591262430873;0.0449257564887;0.1;10.0;1.56432314121;0.0616170062552;100.0
117;0.806323218709;0.0;0.1;10.0;1.12370115329;0.0145791561791;31.0
118;0.45347189705;0.0267910505766;0.1;10.0;1.34525895714;0.00238688243734;33.0
119;0.583672335648;0.0390303313483;0.1;10.0;1.22845685799;0.0173900313373;41.0
120;0.622469239853;0.0336924936179;0.1;10.0;1.21201526057;0.0186878859169;36.0
121;0.756438150312;0.0;0.1;10.0;1.16071835566;0.0422264990946;34.0
122;0.722785567519;0.0271835385117;0.1;10.0;1.28510469426;0.0240035439056;62.0
123;0.693240476613;0.0296950070159;0.1;10.0;1.62841332837;0.0894408726019;100.0
124;0.751791017381;0.0496374930764;0.1;10.0;1.28754816176;0.0304620962568;62.0
125;0.519194403169;0.0;0.1;0.0268706544667;1.34633310321;0.00538185036215;35.0
126;0.543715662776;0.0;0.1;2.65663608365;1.17523711961;0.013021390082;46.0
127;0.76214543287;0.0280010215894;0.1;10.0;1.27563261331;0.0232095983905;37.0
128;0.699705498853;0.074374299848;1.21006049071;10.0;1.27962635284;0.0168629136013;69.0
129;0.687652413073;0.000168756585237;0.1;10.0;1.13784181411;0.00444501644765;37.0
130;0.685773385905;0.0660317357567;0.1;10.0;1.21951015401;0.033752036287;38.0
131;0.686335129669;0.0;0.1;6.0102393222;1.21179434029;0.0116094653563;72.0
132;0.586294115683;0.0;0.1;7.77025403284;1.15857935866;0.0144424742629;62.0
133;0.569129982897;0.0211026432711;0.1;10.0;1.25710990614;0.0291104517952;39.0
134;0.614552584697;0.033801508027;0.1;10.0;1.25149139884;0.0101496012573;37.0
135;0.778301002255;0.0;0.1;2.85406137045;1.10640775642;0.0041325988877;37.0
136;0.680468925361;3.73296170983e-06;0.1;10.0;1.16581115825;0.0338570327094;37.0
137;0.875916795743;0.0;0.1;10.0;1.13354608606;0.0271636829243;32.0
138;0.899691278283;0.0;0.1;10.0;1.16225992652;0.0759017047059;37.0
139;0.78411671852;7.40458844981e-05;0.1;10.0;1.17172320654;0.0229970098397;35.0
140;0.729329326028;0.0335814605041;0.1;10.0;1.4347399831;0.0319334963436;100.0
141;0.623957895425;0.0;0.1;1.96857705438;1.19952940036;0.0105761807152;100.0
142;0.841687735409;0.0;0.1;1.5300590243;1.13268474041;0.0285314530399;43.0
143;;;1.0;1.0;1.5;;2.0
144;0.720001050082;0.0;0.1;10.0;1.14390374757;0.00555151759177;37.0
145;0.723807986243;0.0;0.1;10.0;1.16710144057;0.00711563714597;31.0
146;0.660346773438;0.0117519999394;0.1;10.0;1.13568454505;0.00617495963715;41.0
147;0.374270128553;0.0;10.0;0.01;1.39438286117;0.00143902711383;37.0
148;0.446311852068;0.0;0.1;0.0374204450412;1.17494565088;0.00293311988376;39.0
149;0.595611401552;0.0;0.1;0.585789321575;1.16535097469;0.0107533674736;88.0
150;;;1.0;1.0;1.5;;2.0
151;0.879048486793;0.0611204263546;0.1;10.0;1.31514017328;0.0112388161225;37.0
152;0.679922150623;3.76433567599e-07;0.1;10.0;1.20974613208;0.0169759319133;42.0
153;0.536542037044;0.0;0.1;2.02591802308;1.20030923845;0.00246004008304;45.0
154;0.785663239278;0.168612307131;0.1;10.0;1.24569669856;0.0204493700007;56.0
155;0.601302957103;0.0;0.350451450708;0.691635687893;1.28211065431;0.00132898463323;22.0
156;;;1.0;1.0;1.5;;2.0
157;0.447360249934;0.00601495449577;0.1;10.0;1.18441421813;0.00066042587425;52.0
158;0.900128901417;0.0;0.1;10.0;1.21594131778;0.0117159433388;36.0
159;0.90829251783;0.0552602934495;0.1;10.0;1.24440055038;0.0182041377448;40.0
160;;;1.0;1.0;1.5;;2.0
161;0.869434511057;0.0267924388272;0.1;10.0;1.19598715311;0.00912175544141;48.0
162;0.621838901524;0.0;0.1;4.24806561487;1.09864022317;0.00101871097274;30.0
163;0.901134142253;0.058124481502;0.1;10.0;1.27352891567;0.0275975222103;42.0
164;0.634591467721;0.0;0.1;2.2278137045;1.1239747382;0.000476132882562;36.0
165;0.889524381723;0.0675026679986;0.1;9.91114362901;1.26681951421;0.004515261082;68.0
166;0.572608740373;0.0206743085634;0.1;10.0;1.2494214804;0.00541273082372;53.0
167;0.600554531562;0.0;0.1;10.0;1.1596772186;0.00283128894939;33.0
168;0.892242797649;0.0763724825276;0.1;10.0;1.3493889455;0.0126171419696;82.0
169;0.519467709273;0.0;0.1;10.0;1.18448747795;0.00440085729447;41.0
170;0.586835759118;0.0;0.1;3.4649371009;1.15814429751;0.0135141740104;55.0
171;0.912177262809;0.0487367037464;0.1;10.0;1.33721650981;0.0277696589439;100.0
172;0.314682929123;0.0;0.1;0.0249708792673;1.2275226178;0.00200264770664;35.0
173;0.646430890644;0.0345507340824;0.1;10.0;1.17925120554;0.00822414268839;38.0
174;0.904588522564;0.0;0.1;10.0;1.15001951438;0.0493569147817;36.0
175;0.549467042282;0.0208080111316;2.28924451701;10.0;1.26270744977;0.00266788052989;32.0
176;0.549001426716;0.0;0.1;0.848189892089;1.23339674133;0.00182145423575;46.0
177;0.768491049378;0.0;0.1;10.0;1.13804526538;0.0118976151867;65.0
178;0.44159570462;0.041551226582;3.10926572772;10.0;1.40011755718;0.000429064840392;47.0
179;0.873267024934;0.0;0.1;10.0;1.15612040247;0.0130363391713;35.0
180;0.835314716174;0.0;0.1;10.0;1.15245843991;0.0348202390749;36.0
181;0.334649653737;0.0;0.1;0.223679947635;1.11610416118;0.00586456539801;100.0
182;0.60165130949;0.0;0.1;0.201085110114;1.25333029352;0.0231053896285;34.0
183;0.918294465677;0.0;0.1;10.0;1.18497007188;0.025727308352;28.0
184;0.782751933079;0.0;0.1;5.28821595947;1.18103122434;0.00985428562029;53.0
185;0.809237986236;0.0534553768982;0.1;10.0;1.25054012856;0.0086371452843;41.0
186;0.590357586689;0.0;0.1;4.1553479699;1.18104345595;0.0129718039545;100.0
187;0.679934757042;0.0421852583562;0.1;10.0;1.24427272272;0.0115861218242;39.0
188;0.916503809175;0.0491854784483;0.1;10.0;1.32614264968;0.0155236392084;34.0
189;0.591976330762;0.0583576526167;0.1;10.0;1.24141612393;0.00492816589367;37.0
190;0.591563351832;0.0;0.1;7.4387717324;1.20667995671;0.00512421306562;100.0
191;0.760211132237;0.123224006323;0.201191831079;10.0;1.24582205221;0.00759433752154;28.0
192;0.487428489991;0.0;0.1;3.53928120263;1.23005283582;0.005825143064;49.0
193;0.544177943269;0.0362040617117;0.1;10.0;1.25865363174;0.0348509341588;52.0
194;0.568984306662;0.0;0.1;0.58328615454;1.24594975057;0.00480065188737;35.0
195;0.685403171791;0.00153913370519;0.1;1.68234981858;1.23572192482;0.000115660763526;46.0
196;0.536150544862;0.0;0.1;1.73762424905;1.17853558139;0.00524026760254;43.0
197;0.483028835819;0.0;0.1;5.82362975359;1.14339272331;0.0094585971552;100.0
198;0.576227175269;0.0;0.1;1.02221934016;1.22370204329;0.00127939092075;59.0
199;0.566403877782;0.0;0.1;3.37093296014;1.20140839061;0.00294890480204;100.0
200;0.687472343969;0.0;0.1;2.15706208751;1.12118628947;0.017084205111;35.0
201;0.585231446976;0.0;0.1;2.05863158944;1.18290763305;0.00668080277803;64.0
202;0.602413396299;0.0;0.1;5.28360322693;1.20143305214;0.00165595450837;82.0
203;0.500881125704;0.0;0.1;0.698891967996;1.2146973992;0.00411707176532;60.0
204;0.706194861117;0.0713902482821;0.312564797605;2.42746297336;1.28382702866;0.00603770429309;34.0
205;0.495877950221;0.0;0.1;7.02146881623;1.17217143193;0.00601412053726;61.0
206;0.53089080496;0.0197690842294;0.1;0.572171203572;1.29817017523;0.00452574897974;100.0
207;0.927884408527;0.0480475010413;0.136213535811;10.0;1.26213480593;0.0164285614789;35.0
208;0.581319546806;0.0904911812398;0.1;0.196220484606;1.38311739502;0.00401835458734;50.0
209;0.706350265264;0.0;0.1;3.51217310788;1.12218721737;0.0196542846576;82.0
210;0.917798142028;0.0508837483266;0.1;10.0;1.25766977416;0.0216254283316;67.0
211;;;1.0;1.0;1.5;;2.0
212;0.909501234554;0.0497390418618;0.1;10.0;1.28811052347;0.0260037138879;100.0
213;0.724983584968;0.0535738924085;0.1;10.0;1.23869684812;0.00776389585969;45.0
214;0.640026635857;0.0650257005406;1.20271631916;10.0;1.37475099616;0.00989040251062;43.0
215;0.91610972307;0.0473398501604;0.1;5.80310032888;1.30988403077;0.00758526423325;23.0
216;0.542421591593;0.0;0.1;10.0;1.18371456962;0.00230317717709;39.0
217;0.655932925777;2.56139831488e-05;0.1;10.0;1.22210280384;0.0094588976442;42.0
218;0.905009460023;0.0515956736229;0.1;10.0;1.30907436964;0.0259089476754;46.0
219;0.475973009696;0.0;0.1;10.0;1.22671007889;0.00531648344157;43.0
220;0.543914723527;0.0;0.237466757447;10.0;1.19014964081;0.00239708055579;34.0
221;0.834145640973;0.0459204406973;0.163711163191;10.0;1.3621495692;0.017469531187;31.0
222;0.529034881979;0.0481291630326;0.338271412328;10.0;1.3765509536;0.00133983548494;29.0
223;0.619921982751;0.0132987677203;0.1;10.0;1.25923574158;0.0222398194989;51.0
224;0.902850717677;0.0604050719346;0.1;10.0;1.35842828507;0.0324940003727;48.0
225;0.552388337075;0.0;0.1;6.96611561836;1.19135135629;0.00386469657166;49.0
226;0.589715606344;0.0203919694237;0.297117828678;10.0;1.28720731926;0.000351345770845;65.0
227;0.922104598256;0.0401789920268;0.158557140339;10.0;1.31743047391;0.00868657168321;33.0
228;0.519324061174;0.0284422805039;0.1;10.0;1.35503291095;0.012590217102;46.0
229;0.561367929037;0.0342512611931;0.1;2.89284817735;1.3817727351;0.000669123260386;48.0
230;0.669374191882;0.0732907759144;0.1;10.0;1.23496261011;0.00101957358027;38.0
231;0.642232630041;0.0574809841629;0.38975709906;10.0;1.23077374475;0.00340268367421;30.0
232;0.801742958539;0.0565886040937;0.1;10.0;1.22612794652;0.0113061277608;42.0
233;0.797659229543;0.0728948448618;0.1;10.0;1.21879332945;0.0153188875067;51.0
234;0.772159580909;0.00448283105709;0.1;10.0;1.16127451648;0.00856172634564;32.0
235;0.590507928716;0.0;0.1;4.92010836705;1.17208552116;0.000792719422793;51.0
236;0.751882680824;1.24440137467e-05;0.1;10.0;1.14938891363;0.0104861910996;37.0
237;0.698667899727;0.0;0.1;10.0;1.13581795565;0.00859801386355;37.0
