;Keruuv;Alue;Kohde;koeala;syvyys_cm;Lieriö;Db_x;Ds;Org;tp;WC03_x;WC1_x;WC5_x;WC10_x;WC33_x;WC100_x;WC1500_x;v03_x;v1_x;v5_x;v10_x;v33_x;v100_x;KivetM;KivetV;Huom1;Huom2;Huom3;1piste;2piste;kuoppa;Pkoord;Ikoord;B_hor;erä;pl;toisto
67;2013;;544-70;;14-20;202;1.05578118331;2.592155;5.03;59.2701368818;;49.4002111655;43.5298700345;32.7157354145;27.7851783203;22.8480030286;12.1309257963;100.0;100.0;100.0;98.2993197279;98.2993197279;98.2993197279;0.0;0.0;mineraali;punertavanruskeaa kiv.maata;;;;1.0;;;;;;
68;2013;;546-62;16.0;14-20;215;1.21614105029;2.63367;1.42;53.8233320692;;47.2280140914;29.2743937585;25.1979359166;23.5236764458;10.083277295;2.10392401701;100.0;100.0;98.2935153584;100.0;100.0;100.0;0.0;0.0;mineraali;harmaata kiv.maata, ohuita juuria;;;;1.0;;;;;;
69;2013;;546-62;16.0;1-7;217;1.07502151945;2.605955;3.83;58.7475025681;42.2561317561;36.7718963931;29.3940600504;24.5519454348;22.6452399501;20.332294809;4.22483457145;100.0;98.322147651;98.322147651;98.322147651;98.322147651;98.322147651;0.0;0.0;mineraali;tummanruskeaa kiv.maata, ohuita juuria;;;;1.0;;;;;;
70;2013;;546-62;16.0;humus;225;0.22969375216;2.15803;42.78;89.3563225646;67.8549714262;51.7174920078;29.7563690894;26.3138882354;24.7763374982;23.374853198;6.00419468146;100.0;110.48951049;103.496503497;106.993006993;106.993006993;100.0;0.0;0.0;seos;tummanruskea, multamainen, paljon juuren pätkiä, kariketta;;;;1.0;;;;;;
71;2013;;546-62;16.0;14-20;109;1.05149206944;2.58192;5.92;59.2748005578;43.6411461656;38.6810303286;31.8379075535;25.6968117554;20.1986939361;16.458924059;10.8934578394;100.0;98.3022071307;96.6044142615;98.3022071307;96.6044142615;96.6044142615;0.0;0.0;mineraali;punertavanruskeaa kiv,maata, juuren pätkiä, muutama kivi;;;;2.0;;;;;;
72;2013;;546-62;16.0;1-7;131;1.07408133522;2.612165;3.29;58.8815662402;45.9784149919;36.8982481016;29.524879499;24.3362127046;22.6362416101;19.0792739786;4.03854582043;100.0;98.2456140351;96.4912280702;91.4533203271;93.1469003331;93.1469003331;0.0;0.0;mineraali;harmaata kiv.maata, ohuita juuria;;;;2.0;;;;;;
73;2013;;546-62;16.0;humus;223;0.248719939302;2.24451;35.26;88.9187422065;71.2210629675;35.9596543414;28.8568099954;26.9908085147;21.2724168802;18.7081696841;8.98376420757;100.0;90.6542056075;87.53894081;87.53894081;90.6542056075;90.6542056075;0.0;0.0;seos;"multamaista, ""roskaa"" seassa";;;;2.0;;;;;;
74;2013;;546-62;16.0;1-7;112;1.04046057831;2.619525;2.65;60.2805631438;38.8189858458;31.2616044277;22.4370257213;20.0858403912;18.9026140076;18.5743641076;3.2566416101;100.0;98.031496063;96.062992126;96.062992126;96.062992126;92.7392662579;0.0;0.0;mineraali;harmaata kiv.maata, tummaa multamaista vähän seassa, 2 kpl maatunutta 4 cm oksaa tai juurta;;;;3.0;;;;;;
75;2013;;546-62;16.0;humus;115;0.0941074400985;2.36733;24.58;96.0247434832;69.1542575223;24.0406772667;19.7126731117;16.6638820075;13.7003717733;11.7815521972;2.35739137447;100.0;100.0;100.0;94.4444444444;94.4444444444;100.0;0.0;0.0;seos;"paljon juuria ja muuta ""roskaa""";;;;3.0;;;;;;
76;2013;;546-62;16.0;14-210;125;1.32997691257;2.607335;3.71;48.9909462124;35.72;31.6669028842;27.0181968646;22.1838176755;13.9523071645;11.9924237095;8.25915662708;100.0;100.0;100.0;100.0;100.0;100.0;0.0;0.0;mineraali;kellertävänruskeaa kiv.maata, ohuita juuria, muutama kivi;;;;3.0;;;;;;
77;2013;;Karkkila;1.0;14-20;493;0.870408562363;2.551905;8.53;65.8918117107;56.98;52.9434912855;45.6508540571;38.1472182832;26.7071408951;24.8938721448;13.3955877748;100.0;100.0;98.275862069;98.275862069;98.275862069;98.275862069;0.0;0.0;mineraali;punertavanruskeaa kiv.maata, muutama juuri;;;;;;;;;;
