;thetaS;thetaR;alpha;n;m;resid;NrIter
0;0.907891907657;0.0295125209993;6.54265823446;2.85655352251;0.0812551102149;0.0121333998146;36.0
1;0.557311022154;0.0;9.1646801329;0.711957196762;0.318951391061;0.00225780562654;42.0
2;0.940921311287;0.0198112748537;5.45539857467;4.44030814144;0.0816746722073;0.0125295897257;40.0
3;0.754219774904;0.0;0.622828861044;0.407744327998;0.766027793679;0.00660648207118;45.0
4;0.939660570697;0.0842161811786;10.0;0.723080912989;0.533425668035;0.00802484404897;64.0
5;0.722242437091;0.0;9.02049445122;0.429143573172;0.453415080999;0.0193826580789;37.0
6;0.716666104944;0.0;0.6583099623;0.404175844538;0.722783181446;0.00243809672991;49.0
7;0.625548097433;0.0;0.0107614278096;0.500013734002;0.993617604018;0.0012614730549;100.0
8;0.583750551843;0.0;0.0135042075502;0.470729176013;1.0;0.00488637259773;90.0
9;0.911769436628;0.0;9.80193235872;0.665957690233;0.237560309101;0.00989585635277;32.0
10;0.62887242978;0.0;0.393473450702;0.355231130843;0.590827984971;0.00147622621636;41.0
11;0.676806424452;0.0;0.0289578558222;0.373347084661;1.0;0.00375169967551;68.0
12;0.542678916894;0.0665416957713;0.171916169782;0.513731541798;0.69763414739;0.001186749043;43.0
13;0.947465348391;0.0299113452141;4.74258682675;4.893228748;0.097160601771;0.0453750086709;35.0
14;0.69155664362;0.0;0.153332327219;0.377943819755;0.755987108801;0.000694220214714;34.0
15;0.944600021525;0.0370784621081;4.30559988423;5.46165045436;0.076327431439;0.0345940794967;36.0
16;;;1.0;1.5;0.333333333333;;2.0
17;0.727062075853;0.00669398146881;0.170733594187;0.396289628543;1.0;0.00408371961417;77.0
18;0.634402752185;0.0;0.02006161122;0.38668379591;1.0;0.00910829945065;43.0
19;0.933146761691;0.0440590052828;7.11655027546;3.697705821;0.089826591262;0.0349424040873;40.0
20;0.936883188855;0.0337430807342;4.71668015046;4.53365401502;0.0721994563855;0.00236890723639;49.0
21;0.594365118146;0.0;0.179451726185;0.436118665347;0.832226143664;0.0011378606013;43.0
22;0.592602417007;0.0;0.0138796586066;0.439890489794;1.0;0.00487410900032;59.0
23;0.923043675508;0.03364466976;8.06200193796;3.73367521345;0.103260955851;0.0302548768883;38.0
24;0.584157307673;0.0;0.0142693547465;0.317267082252;1.0;0.007448803007;78.0
25;0.706848744983;0.0;10.0;0.456315544353;0.307127493642;0.00941149119505;35.0
26;0.722453113033;0.0;1.37016378622;0.358436298468;0.573424321797;0.007413006149;50.0
27;0.924583368807;0.0363973952533;9.30262051675;3.12225557833;0.118963918311;0.0294125729405;45.0
28;0.635792146124;0.0;0.0653736157623;0.303867013426;0.999426738759;0.00359421306298;59.0
29;0.863189401115;0.0;0.0456827267892;0.348387928856;1.0;0.00796247562009;39.0
30;0.578088960933;0.0;10.0;0.602673863011;0.310907427441;0.00224601918466;37.0
31;0.653745619635;0.0431685768009;10.0;0.838411073292;0.277867629051;0.00457926745046;33.0
32;0.628887238547;0.0;0.0190052391001;0.467152356946;1.0;0.00294262354044;52.0
33;0.754612813569;0.0;10.0;0.570727641849;0.345272066452;0.00322508078818;44.0
34;0.927833636217;0.0387356175826;9.99999619108;3.00768231048;0.0868718031039;0.0268461293522;44.0
35;0.653434134221;0.0;0.0601342492528;0.372133130064;1.0;0.00156116331361;36.0
36;0.932220316067;0.0423971699541;10.0;1.37412083257;0.203171461312;0.022201339162;38.0
37;0.780318238822;0.0;0.144684961337;0.37827822525;1.0;0.00665952118802;32.0
38;0.561150509801;0.0;0.0908723966326;0.385001725187;0.853061352933;0.00319015328972;74.0
39;0.594940804164;0.0;0.0694062666418;0.417454641025;1.0;0.000509799249479;79.0
40;0.931268534054;0.0414304812786;10.0;2.84761481074;0.119655018087;0.0329657322699;39.0
41;0.5998844011;0.0693396030438;2.84296166964;0.587001775225;0.468284153443;0.00337032210981;36.0
42;0.947120832377;0.0392944692433;5.19213055222;4.88602810876;0.106511351224;0.040904584196;36.0
43;0.631303894054;0.0;0.152550247928;0.4780447279;0.540275316234;0.00100462241948;70.0
44;0.510748494196;0.0;0.01;0.45978380162;0.926698897205;0.001930468642;78.0
45;0.511150420391;0.0;1.99675104762;1.85959533944;0.106100312829;0.000207707231948;49.0
46;0.479271156856;0.0;0.0227483334133;0.414054663934;1.0;0.00129591993384;93.0
47;0.950750283992;0.0597291962801;10.0;0.822925859679;0.625458506791;0.00788267169789;32.0
48;0.933100575344;0.0869583693595;10.0;0.633690034415;0.645234290947;0.0243160467411;43.0
49;0.503429251999;0.032222184402;0.0272389868816;0.683653587043;0.99999993697;0.00406955060403;73.0
50;;;1.0;1.5;0.333333333333;0.0;2.0
51;0.649177230728;0.0996509617726;0.186483721383;0.816058500491;0.370837401105;0.000843565820473;56.0
52;0.691080309209;0.107121753388;0.0258794141303;0.476415553962;0.902662840128;0.00272043529117;90.0
53;0.972588833929;0.0607618594468;10.0;0.564906934637;0.590843781963;0.025299090308;43.0
54;0.965236933277;0.050551409035;10.0;0.559593597855;0.586002469366;0.0301303063416;43.0
55;0.683740690662;0.0;0.102434728605;0.353584701562;0.910458069894;0.000856526743719;33.0
56;0.947564402068;0.0453502120296;7.16740310937;3.53123144262;0.0882231957901;0.0455658354866;40.0
57;0.484606387951;0.0;0.0152691796529;0.505340447969;1.0;0.00622958428106;43.0
58;0.394214663423;0.0;0.041356468258;0.525652280444;1.0;0.00120002542822;55.0
59;0.804314830433;0.0637974889117;8.33913224052;3.4503186498;0.0664438372714;0.0113870372021;47.0
60;0.567526303393;0.0;3.64725282268;0.698158591206;0.283783364164;0.00124558603495;100.0
61;0.739603491316;0.0;10.0;0.417316912883;0.350848140111;0.0106608460677;37.0
62;0.533075112805;0.0;0.571376357436;0.380138576243;0.600605887002;0.000860152400951;65.0
63;0.924803446945;0.0470449566005;10.0;1.17185443787;0.184446646702;0.0329501335744;44.0
64;0.459923302583;0.0;0.01;0.369535485297;0.842392608124;0.00483767993303;32.0
65;0.537957998452;0.0;0.0101069386401;0.537027640887;0.902502851175;0.00637805356242;60.0
66;0.932501647817;0.0;0.192837078376;0.380150268013;0.630431496099;0.0184814542637;83.0
67;0.595787181744;0.02593120072;0.609916607769;0.748312928288;0.346059735146;0.00198580418059;24.0
68;0.539270496076;0.0;1.10793726215;1.69704051027;0.184551235295;0.00571571841166;38.0
69;0.616848776965;0.0;2.99081280136;0.447172639309;0.508502105285;0.00568971969635;41.0
70;0.894078742723;0.0300209734073;9.90730638291;2.4799646175;0.106135402832;0.00900573939786;30.0
71;0.622385405857;0.013821427876;6.8895225823;0.579309260954;0.355688604677;0.0010093567314;100.0
72;0.618256445522;0.0;2.77661128209;0.502946895522;0.474922437188;0.00449858335556;49.0
73;0.891417754942;0.0449188210379;9.44290462875;3.13145183102;0.100402746923;0.0179568654326;35.0
74;0.63294591301;0.0162832080505;10.0;0.579238540375;0.428149072962;0.0078304664033;36.0
75;0.961488952789;0.0117869568723;7.96786067416;3.84511308004;0.123039650665;0.0288886919806;40.0
76;0.51440493523;0.0410707589414;0.468509145265;0.422783630979;0.954624523118;0.00210783111783;61.0
77;0.668545405661;0.0669779388738;0.199494208873;0.525350080672;0.731722288399;0.0021425098506;39.0
78;0.667860629415;0.0317805110196;0.0774600233487;0.574191404107;1.0;0.00328638719642;66.0
79;0.889818572154;0.0705897371838;7.32322573268;2.98070932624;0.08713387679;0.00328197321368;37.0
80;0.54554843644;0.0;0.0251413109672;0.472009584637;1.0;0.00154693013185;43.0
81;0.783161176681;0.0;0.0882940801991;0.29648097303;1.0;0.0161187927942;46.0
82;0.931685521264;0.0440843375558;10.0;2.40813199231;0.143247712482;0.031300988658;42.0
83;0.663471462047;0.0840737648515;0.0798560132297;0.38323305959;1.0;0.00389996128879;68.0
84;0.547761966959;0.0587749218411;0.0726373312831;2.87325235554;0.159001624856;5.75160732662e-05;52.0
85;0.955022408548;0.0;4.64330976947;0.552782367109;0.31750422457;0.0122403151197;100.0
86;0.543098387451;0.0669486537742;0.10383141173;1.56004830301;0.31814365124;0.00483489757539;51.0
87;0.84724797659;0.06999065207;10.0;1.90285373338;0.149074609058;0.00315756069546;43.0
88;0.63530796519;9.07680746064e-07;0.0120178496411;0.388054037578;1.0;0.00445788739197;60.0
89;0.519984759242;0.0747773191327;0.553159278212;0.797361916837;0.434799527303;0.00310843180589;46.0
90;0.689699234936;0.0;0.01;0.486158339928;0.88563250224;0.0196615241016;52.0
91;0.705840136497;0.0;0.0244342136557;0.288598392829;1.0;0.00877791643476;47.0
92;;;1.0;1.5;0.333333333333;;2.0
93;0.556623447515;0.0;0.0182433106278;0.526537365354;0.842038929363;0.000923592880538;100.0
94;;;1.0;1.5;0.333333333333;0.0;2.0
95;0.606345613562;0.0;7.51548723721;2.77297749315;0.048837389847;0.000726836252706;100.0
96;0.648844553383;0.0;1.96895431911;0.429784362495;0.455863638744;0.00150359453526;41.0
97;0.508612724886;0.0486964442576;4.35888720536;0.593715434817;0.491779159178;0.000838582927212;38.0
98;0.898894592936;0.0811521898344;10.0;0.631072699645;0.535263897605;0.0203996438488;39.0
99;0.900246800698;0.0584451430799;9.08556177733;3.09917786962;0.0970364748216;0.0372239891744;39.0
100;0.624537443739;0.0421242936144;1.02654882825;0.583261018937;0.654642832039;0.0023573954545;32.0
101;0.91851065491;0.0366659699329;10.0;1.02750769987;0.320655602903;0.0204004656973;35.0
102;0.839266639043;0.074461079869;9.33706877999;1.05020835933;0.207608033153;0.00741603960684;35.0
103;0.531872889089;0.0144855565423;10.0;0.790888775083;0.371979643158;0.000298040175414;51.0
104;0.573175884246;0.00997995183799;5.13628179286;0.656368431838;0.458799304619;0.0019867981649;32.0
105;0.557499460934;0.0;4.85846921338;0.748875736125;0.436655691855;0.000322392469753;31.0
106;0.495276980149;0.0283359119615;0.788210023121;1.10480992811;0.619140821657;0.00350590130762;49.0
107;0.551306108166;0.0;2.14964626889;0.668381254883;0.513883936456;0.000696602003179;33.0
108;0.532071428256;0.0180430557317;10.0;1.58916895506;0.175677783568;0.00547839314199;45.0
109;0.760489842563;0.0272373094415;10.0;0.771761790209;0.421093398376;0.0139907560833;37.0
110;0.774156575458;0.0;0.0555291088614;0.355484236115;1.0;0.00771596608173;53.0
111;0.729326582584;0.0;0.01;0.45266254837;0.788823456937;0.0161381661271;52.0
112;0.627663526623;0.0;10.0;0.529436705313;0.342709739239;0.00356820372146;36.0
113;0.950233908519;0.0528270992982;10.0;0.647897903192;0.440806083422;0.0193436778439;43.0
114;0.922457713511;0.0;4.19000029293;0.496267830735;0.324861346504;0.00802610425419;100.0
115;0.54245239534;0.00773740107398;10.0;0.810786181714;0.337355681862;0.00110506943585;38.0
116;0.620825552416;0.0449257564887;10.0;0.540620482592;0.723503105669;0.0272622685285;47.0
117;0.846639379645;0.0;0.0203001475499;0.305821719958;1.0;0.00810046799781;66.0
118;0.454071092745;0.0267910505766;9.11912357847;3.10198097757;0.0962024629326;0.00160100534642;42.0
119;0.61285595243;0.0;10.0;0.488510922674;0.350504064987;0.00663925293739;33.0
120;0.653592701846;0.0;2.53814179456;0.400424302846;0.501569766835;0.00943082149777;45.0
121;0.794260057827;0.0;0.0695887792368;0.277333950906;1.0;0.0179902912915;43.0
122;0.758924845895;0.0117757956726;10.0;0.59056343204;0.383385845074;0.00950120189509;42.0
123;0.727902500444;0.0296950070159;10.0;0.532734579635;0.710931869989;0.0381977590771;100.0
124;0.78938056825;0.0496374930764;10.0;0.536998775157;0.432435125557;0.00722610335339;47.0
125;0.519194403169;0.0;0.01424396323;0.915706046673;0.469686490335;0.0034617237399;50.0
126;0.566805342122;0.0;0.0362034852152;0.389442648903;1.0;0.00818839793228;38.0
127;0.800252704514;0.0;10.0;0.576614547507;0.369389680634;0.00663149359179;34.0
128;0.699705498853;0.0789626493579;0.180785633626;0.595414325175;0.632734845734;0.00310935869491;33.0
129;0.722035033727;0.0;2.03679131278;0.420724307277;0.379025959091;0.00098025388583;37.0
130;0.720062055201;0.0;10.0;0.40575064204;0.373887404569;0.0113355551474;29.0
131;0.711212243796;0.0;0.133573359396;0.44127566055;1.0;0.00261503296776;39.0
132;0.615608821467;0.0;0.0530650381478;0.35055027762;1.0;0.00965563814803;38.0
133;0.597586482042;0.0;10.0;0.455430020295;0.424453551276;0.0109530531826;36.0
134;0.614552584697;0.0213961731673;10.0;2.14232004083;0.0959904684513;0.00715827005668;60.0
135;0.816210186222;0.0;0.01;0.308505558996;0.85990690701;0.000170742030674;100.0
136;0.714492371629;0.0;0.0757013973508;0.279762486568;1.0;0.0191505060262;54.0
137;0.919712635531;0.0;0.0281206939765;0.316574926404;1.0;0.0211481476726;53.0
138;0.92259012429;0.0;0.0546734605805;0.349289932499;1.0;0.0518416726029;40.0
139;0.823322554446;0.0;0.476219809654;0.325330806647;0.703950630852;0.00836004986161;50.0
140;0.765795792329;0.0335814605041;10.0;0.649777022324;0.509178550965;0.00938521752173;32.0
141;0.62402754359;0.0;0.0385069202745;0.462293250192;1.0;0.00127438267974;36.0
142;0.841687735409;0.0;0.01;0.398429349778;0.893255464465;0.00953462880789;68.0
143;;;1.0;1.5;0.333333333333;;2.0
144;0.720068518034;0.0;6.83649012783;7.85012614421;0.0175100516339;0.00504438084282;100.0
145;0.759998385555;0.0;0.553688763114;0.386875792615;0.625624375777;0.0028818358157;51.0
146;0.69336411211;0.0;0.57703799099;0.345403827936;0.526787745251;0.00193497236459;39.0
147;0.374270128553;0.0;0.0152248259618;7.16107121053;0.0485567305632;0.00108845259606;33.0
148;0.446311852068;0.0;0.0107052048024;0.717636346728;0.340302838186;0.00163856321821;42.0
149;0.595611401552;0.0;0.01;0.447011028818;0.918711919471;0.00190053664852;58.0
150;;;1.0;1.5;0.333333333333;;2.0
151;0.884026947007;0.0611204263546;10.0;1.38726816656;0.193652011781;0.00574941600567;43.0
152;0.713918258154;0.0;0.991087183847;0.392972596284;0.678599184311;0.00720732918691;49.0
153;0.551552811436;0.0;0.409900682491;0.585881375378;0.477957492062;0.00164959854056;100.0
154;0.785663239278;0.168612307131;10.0;2.13422220869;0.0989698348161;0.0160607650917;38.0
155;0.601302957103;0.0;0.659682885494;1.60007957692;0.173602394783;0.00131003735057;29.0
156;;;1.0;1.5;0.333333333333;;2.0
157;0.459295271262;0.0452086100621;1.84772188691;0.675178755643;0.414626172226;0.000559632829338;27.0
158;0.900180161463;0.0;8.66976310923;5.4483776384;0.0357642402908;0.010083870961;100.0
159;0.909864314535;0.0552602934495;8.12852817623;3.61864700251;0.0620068305234;0.015681858927;46.0
160;;;1.0;1.5;0.333333333333;;2.0
161;0.869536213511;0.0;8.39144293253;5.93483932068;0.0284394275536;0.00741404417223;100.0
162;0.637753962104;0.0;1.06545522891;0.549316934777;0.224581854418;0.000794954672076;100.0
163;0.904632984502;0.058124481502;7.37810290368;3.39715176614;0.0758548677195;0.0247811648716;40.0
164;0.634591467721;0.0;1.71540336725;1.09673800604;0.115702567619;0.000379925280697;31.0
165;0.890966358352;0.0675026679986;5.11257708268;1.37016217807;0.20046946054;0.00419244900312;26.0
166;0.601239177392;0.0;2.0398622738;0.48323229352;0.564311237792;0.000934619861285;30.0
167;0.606686674599;0.0;4.553755035;0.943364573561;0.176775768435;0.00265214218307;89.0
168;0.892242797649;0.0763724825276;10.0;1.57116896484;0.186821694491;0.00466244491664;37.0
169;0.545441094737;0.0;0.330243433019;0.372013423261;0.783417546479;0.000971786738016;67.0
170;0.611024840893;0.0;0.0320299405498;0.377300545381;1.0;0.00710778020442;42.0
171;0.924545572844;0.0487367037464;10.0;0.965751109142;0.291099926192;0.0130384145772;67.0
172;0.314682929123;0.0;0.0118428078273;0.836374089066;0.335755849315;0.00148011260551;46.0
173;0.678752435176;0.0;3.88965898218;0.485320735955;0.354523692959;0.00485386045075;41.0
174;0.949817948692;0.0;0.0493649600987;0.30326023673;1.0;0.0373817334013;40.0
175;0.549467042282;0.0586574791456;0.144638972838;0.876846428849;0.465906331211;0.000847220101407;48.0
176;0.549001426716;0.0;0.503822264818;0.890486192577;0.29427066111;0.00126468052499;84.0
177;0.806915601847;0.0;0.256586564766;0.360432005949;0.634614298345;0.00964723540747;100.0
178;0.44159570462;0.041551226582;0.286732213277;2.55409271565;0.162983840685;0.000428588222909;53.0
179;0.916930376181;0.0;0.118377297715;0.32771654278;0.864076113952;0.00439965572747;39.0
180;0.876374886725;0.0;0.0534384804294;0.345052774967;1.0;0.0214137278903;39.0
181;0.334649653737;0.0;0.01;0.491936170105;0.49315346512;0.00316124900954;50.0
182;0.60165130949;0.0;0.011686018252;0.60590028275;0.957359658393;0.0112592969613;50.0
183;0.964209188961;0.0;4.5777941999;0.573847950292;0.335039840014;0.0224131968444;100.0
184;0.816776359353;0.0127950053861;0.0828470167333;0.40563125766;1.0;0.00103129868038;32.0
185;0.809237986236;0.0321032181151;10.0;2.79022721054;0.0738966948753;0.0052556104553;54.0
186;0.611995146485;0.0;0.0601515065823;0.397746904153;1.0;0.00552320988292;34.0
187;0.713931494894;0.0;10.0;0.601508649878;0.313829702486;0.00339329753283;38.0
188;0.917985998093;0.0491854784483;9.69502390288;2.83671189892;0.0989604323268;0.0108701334119;41.0
189;0.6215751473;0.0580830066516;2.60630205107;0.518693817686;0.527945845898;0.00142818896185;36.0
190;0.621141519424;0.0;0.316066931815;0.453081320696;0.803852296948;0.0014281890378;34.0
191;0.766489781759;0.123224006323;4.63624112516;3.27086661846;0.0713861078491;0.00705711860502;33.0
192;0.489352701843;0.0159533389647;0.123610372999;0.531828289514;1.0;0.00146893569112;39.0
193;0.571386840433;0.0357473831619;10.0;0.418635314337;0.504009831791;0.0115023679283;44.0
194;0.568984306662;0.0485451807354;0.0415264291543;0.594961159033;1.0;0.00165711956545;48.0
195;0.685403171791;0.0;1.63086321593;1.41699436021;0.163733593232;9.65922368979e-05;28.0
196;0.562958072105;0.0;0.0314506616359;0.398308514568;1.0;0.00280076092006;38.0
197;0.48700238692;0.0;0.025964188039;0.3836848552;1.0;0.0028701989419;38.0
198;0.576227175269;0.0;0.604756830281;0.902426362236;0.277979741071;0.000757747321955;43.0
199;0.586663796948;0.0;0.231547599782;0.482677538714;0.71230176095;0.000156418833357;28.0
200;0.700231766834;0.0;0.01;0.363659957545;0.91167052041;0.00918823372595;56.0
201;0.608265759297;0.0;0.0376613364575;0.399736015738;1.0;0.00243407626984;65.0
202;0.62666780159;0.0;0.686666068586;0.538861604506;0.54330706355;0.000228323449894;100.0
203;0.501322281373;0.0178896741828;0.0254437120595;0.501984033588;1.0;0.000807483348927;68.0
204;0.706194861117;0.0713902482821;1.15476462319;0.989757375296;0.308641560638;0.00114657708594;32.0
205;0.517987329021;0.0;0.0720367363413;0.386971071323;1.0;0.00131356911203;53.0
206;0.53089080496;0.0517741815656;0.0851179104813;0.703464996804;0.870955624944;0.00218906048;49.0
207;0.931189864712;0.0480475010413;5.90101123317;4.10034175885;0.0610119577669;0.0145640600755;42.0
208;0.581319546806;0.0904911812398;0.17350118426;1.23020653112;0.32163223694;0.00389641689409;50.0
209;0.706350265264;0.0;0.01;0.376526834108;0.985038744209;0.00585594334381;52.0
210;0.920114315018;0.0508837483266;9.96878486317;3.08023921932;0.0724630619675;0.0169457085228;41.0
211;;;1.0;1.5;0.333333333333;;2.0
212;0.909501234554;0.0497390418618;10.0;1.9557058715;0.126584719886;0.0164819326835;46.0
213;0.761232764216;0.0;7.12108029127;0.580326922922;0.33486174927;0.00100442036983;42.0
214;0.640026635857;0.0650257005406;0.844259076373;1.29734845678;0.278232538521;0.00180185954645;45.0
215;0.91610972307;0.0473398501604;4.21827214687;1.57677021043;0.197247422429;0.00731957930821;36.0
216;0.555568297792;0.0;3.01794505823;0.668214365636;0.309603317924;0.00120739301983;29.0
217;0.688729572066;0.0;2.17312251644;0.468850622738;0.545125768088;0.00205828658801;42.0
218;0.905009460023;0.0515956736229;10.0;1.39069581782;0.188375598253;0.0146503631912;38.0
219;0.492817525392;0.0130350248531;0.252856675928;0.480449244175;1.0;0.0017002584276;38.0
220;0.543950631135;0.0;3.28858192954;2.16322529495;0.0879216039767;0.00239835599853;100.0
221;0.837862251429;0.0459204406973;5.42852351776;4.42764261277;0.0772097137176;0.0153868961773;44.0
222;0.529456651594;0.0481291630326;2.60425855566;2.38916005626;0.157478360828;0.00133883474938;90.0
223;0.650918081888;0.0;0.646188984267;0.362261381236;0.896315852745;0.00725997000749;53.0
224;0.905337756515;0.0604050719346;8.55459661056;3.29117934135;0.0970992146155;0.0285017453466;40.0
225;0.578892007356;0.0373008347875;0.163787278359;0.443775153663;1.0;0.00137776376711;58.0
226;0.589741923511;0.0199617652367;2.85705066857;2.33949958228;0.122391944861;0.000349374506445;38.0
227;0.924714323077;0.0401789920268;5.32049739244;4.06598791524;0.0745800679169;0.00754580823996;42.0
228;0.545290264233;0.0284422805039;10.0;0.638018731632;0.460137659114;0.00267379623768;35.0
229;0.561863324218;0.0342512611931;2.60434414602;1.49300837014;0.254708712647;0.000666120105136;39.0
230;0.669439839088;0.039348908735;9.42477623868;3.67949489812;0.0508431092851;0.000349118820562;100.0
231;0.642232630041;0.0736675882835;1.47489091882;1.07424035558;0.249316385675;0.000384423195223;30.0
232;0.841830106466;0.0;10.0;0.66170497704;0.267368915583;0.00515357059921;31.0
233;0.797659229543;0.0728948448618;10.0;1.89217182695;0.0998599508054;0.0101264147017;57.0
