;thetaS;thetaR;alpha;n;resid;NrIter
177;0.768491049378;0.0;5.84392579413;1.13499808179;0.0109002956994;36.0
178;0.44159570462;0.041551226582;0.202453973249;1.47276646448;0.000582047150602;35.0
179;0.873408346025;0.0;9.28348601258;1.13825886001;0.00898236093498;38.0
180;0.835314716174;0.0;5.34654189722;1.15224640099;0.0336512319624;40.0
181;0.334649653737;0.0;0.264815189001;1.11027934681;0.00586111842454;100.0
182;0.60165130949;0.0;0.205165311641;1.25012375515;0.0230687528753;30.0
183;0.927128283848;0.0;9.18218337659;1.16565115154;0.0224620260078;55.0
184;0.782751933079;0.0;3.47223064159;1.18433988348;0.00788006545023;36.0
185;0.820123102361;0.0251368177996;10.0;1.20405553608;0.00595075844337;66.0
186;0.590357586689;0.0;2.97361137834;1.18383040169;0.0118186021141;32.0
187;0.679934757042;0.00801797336726;10.0;1.18987899832;0.00470031658632;30.0
188;0.931901844313;0.0491854784483;8.93044004892;1.28868162366;0.0130284831271;22.0
189;0.591976330762;0.0111315554814;10.0;1.17827259018;0.00193807474764;66.0
190;0.591563351832;0.0;4.13035773747;1.21366526642;0.00392595669148;39.0
191;0.780337944647;0.123224006323;3.80432113938;1.24974482078;0.0105190170885;82.0
192;0.487428489991;0.0;2.56126882874;1.23708490547;0.0049274321342;38.0
193;0.544177943269;0.0362040617117;10.0;1.22602278351;0.0205162201044;33.0
194;0.568984306662;0.0;0.592508938579;1.24256423294;0.00448158826983;44.0
195;0.687420579412;0.0137383497835;1.41685447358;1.25027019462;0.000122718458377;8.0
196;0.536150544862;0.0;1.45984248054;1.18158597532;0.00500531350204;28.0
197;0.483028835819;0.0;3.5898268094;1.14745566171;0.00865966213066;48.0
198;0.576227175269;0.0;0.949453188377;1.22506617697;0.00105905436516;30.0
199;0.566403877782;8.37085761167e-05;2.55687620773;1.20562405504;0.00224961219538;33.0
200;0.687472343969;0.0;1.79661276208;1.12194302573;0.0165179377633;36.0
201;0.585231446976;0.0;1.78038950059;1.18361167852;0.00601478648205;32.0
202;0.602413396299;0.0;3.30740683843;1.20825733565;0.00120467342568;20.0
203;0.500881125704;0.0;0.697419060806;1.2124932302;0.00381673180773;33.0
204;0.706194861117;0.0609507358523;1.69942650705;1.26770329266;0.0014852074041;100.0
205;0.495877950221;0.0;3.99040174675;1.17659758938;0.00537423821533;41.0
206;0.53089080496;0.00708843308867;0.630563497105;1.27578952157;0.00425117070346;90.0
207;0.949227250411;0.0480475010413;5.17329356312;1.260154765;0.0196570094054;24.0
208;0.581319546806;0.0904911812398;0.19644470845;1.3820720436;0.00396464421582;81.0
209;0.706350265264;0.0;2.62878151233;1.12332428176;0.0183567646293;72.0
210;0.934248262343;0.0508837483266;9.42361992501;1.22807199546;0.0190211056667;36.0
211;;;1.0;1.5;;2.0
212;0.912500281929;0.0497390418618;10.0;1.24587722959;0.0169027482973;44.0
213;0.724983584968;0.0;10.0;1.17894883574;0.00195182836675;32.0
214;0.640026635857;0.0650257005406;0.87824908188;1.35735978896;0.0018099321638;20.0
215;0.919011565941;0.0473398501604;3.69862908576;1.32323424585;0.00748843533573;31.0
216;0.542421591593;0.0;5.74557142901;1.18051892618;0.00159768978194;100.0
217;0.655932925777;0.0;10.0;1.19225099827;0.00380205614275;31.0
218;0.905009460023;0.0515956736229;10.0;1.26078046857;0.0146626880612;37.0
219;0.475973009696;0.0;5.07552686096;1.23143395601;0.00437876943893;40.0
220;0.545756254468;0.0;2.81555436611;1.19660919359;0.00242595446859;22.0
221;0.857052871856;0.0459204406973;4.7260118612;1.35622766821;0.0222938350007;24.0
222;0.530086674337;0.0481291630326;2.0531002827;1.40376691041;0.00143753999331;27.0
223;0.619921982751;0.0;10.0;1.21445157409;0.0115744738139;32.0
224;0.908843925376;0.0604050719346;8.1749448178;1.31864213466;0.0329049127588;29.0
225;0.552388337075;0.0;3.97708054413;1.19698944364;0.00301806432044;34.0
226;0.590829045669;0.0336140050023;2.14340084398;1.32519995207;0.000389801849688;21.0
227;0.943268846264;0.0401789920268;4.28207536386;1.32399721502;0.0122867462944;26.0
228;0.519324061174;0.0284422805039;10.0;1.29982150183;0.00489443616474;33.0
229;0.562161678231;0.0342512611931;2.47236940394;1.38605989801;0.000667312753108;22.0
230;0.674860755567;0.0607378384575;7.21909427983;1.21236480955;0.000484115346208;20.0
231;0.642232630041;0.0636916127331;1.84821552261;1.24511693399;0.00045301112328;100.0
232;0.801742958539;0.0;10.0;1.17133541855;0.0054761110774;41.0
233;0.798916197161;0.0637316074946;10.0;1.18389164407;0.0102762547158;43.0
234;0.773623967795;0.0;7.77563377545;1.1473021415;0.00651042009661;31.0
235;0.590507928716;0.0;3.10701723178;1.17776297179;0.000613702379434;23.0
236;0.751882680824;0.0;10.0;1.13084546693;0.00533890158286;32.0
237;0.698667899727;0.0;6.67573135227;1.1290710957;0.00757085410752;24.0
238;0.724159481373;0.0459991693287;4.53443092942;1.33764646714;0.014915575943;34.0
239;0.493483812196;0.0181108907157;6.16295788951;1.33501588703;0.00135584985553;22.0
240;0.63593933231;0.0388190282007;4.61942248012;1.34581821756;0.00362758101472;21.0
241;0.491609998696;0.0245560759065;10.0;1.27904435522;0.00248631882894;60.0
242;0.510279404169;0.0;4.6816476272;1.23520561777;0.00475962367458;29.0
243;0.4645948153;0.0113499771169;1.87607976242;1.36747728774;0.0020166463216;100.0
244;0.658332201219;0.0231548091614;2.58354101484;1.3384326143;0.00182202953488;20.0
245;0.89335793316;0.0562252944238;8.60549526275;1.32514408735;0.0331671604814;28.0
246;0.432805690691;0.0168045031835;10.0;1.53311324873;0.00158649744382;52.0
247;0.489398338075;0.0216675416412;9.28539042681;1.30742225247;0.00192746125926;26.0
248;;;1.0;1.5;;2.0
249;0.424258998891;0.0162557080549;2.57732899462;1.5762652402;0.00110596245897;32.0
250;;;1.0;1.5;;2.0
251;0.923015382529;0.0349124121644;10.0;1.24853063037;0.012493465103;31.0
252;;;1.0;1.5;;2.0
253;0.458074199895;0.0;0.441574955252;1.22417940732;0.0126795647286;32.0
254;0.485789359227;0.0;3.71419699878;1.2540511534;0.00183695949898;24.0
255;0.631317758959;0.0;0.152079258739;1.29520514568;0.00368781802753;25.0
256;0.956068698065;0.037548103898;6.29422087994;1.40707974166;0.0350736063777;31.0
257;0.924725391482;0.0;6.62219819066;1.15462110585;0.0428187041386;32.0
258;0.581462679915;0.00216569659035;0.257024907437;1.27045498737;0.00409210150357;28.0
259;0.92058090364;0.0;3.9653416956;1.15003074493;0.0414521737327;42.0
260;0.529688587103;0.0259311135316;5.27844495171;1.30117892532;0.00403933183447;23.0
261;0.927477582392;0.0408803324805;10.0;1.27505787022;0.0181183005239;64.0
262;0.345626684332;0.0;0.759843360496;1.21235321181;0.00677753484029;37.0
263;0.845366727839;0.0;3.91191570105;1.16370895979;0.00998003038023;24.0
264;0.410059813696;0.0150185342941;1.43005558426;1.3362098179;0.00178458730796;100.0
265;0.921547005357;0.0397224430855;10.0;1.24092357921;0.0192353423506;38.0
266;0.598501221235;0.0;0.0400841222241;1.32844718319;0.00766430212749;36.0
267;0.940295173957;0.0376145463581;10.0;1.27132963796;0.0130446459227;30.0
268;0.576106708506;0.0;0.0283943625256;1.41430197879;0.0020313248987;35.0
269;0.518369951374;0.0;1.70851106834;1.21219931559;0.00944583844298;32.0
270;0.488890986028;0.0;1.07723287075;1.26885534307;0.00325799527224;19.0
271;0.544260799166;0.0;4.82103347614;1.18161073937;0.00126545714505;25.0
272;0.468854644027;0.0;1.7842351486;1.25483815135;0.00188275602773;37.0
273;0.803105354906;0.0935669541919;10.0;1.21923234318;0.00163494915729;32.0
274;0.883646532543;0.0774950818231;8.34756113778;1.28711353836;0.0195892415212;23.0
275;0.928653669521;0.0;10.0;1.19156464827;0.0184937893356;42.0
276;0.931192912906;0.00115057988471;10.0;1.20769430751;0.0229056332285;42.0
277;0.413985069624;0.00398548020093;4.5536888763;1.42877383961;0.00364321265058;80.0
278;0.63825593511;0.0;0.0768628506018;1.2720841342;0.0166457648458;34.0
279;0.908606120554;0.0550287076256;10.0;1.27390369723;0.0305125537494;36.0
280;;;1.0;1.5;;2.0
281;0.461123877418;0.0;1.1141183473;1.21815213653;0.00489991953406;35.0
282;0.423585166237;0.0;0.231374313957;1.23579587443;0.00106242534306;26.0
283;0.450694658853;0.0386130053926;0.165962794605;1.29457499227;0.000183749372037;35.0
284;0.44933354799;0.0;0.341668706392;1.2293987117;0.00709280187629;30.0
285;0.477693320555;0.0;4.57275728705;1.21179402925;0.0013006510674;25.0
286;0.94370333366;0.0414906312699;10.0;1.33832051377;0.039292112154;61.0
287;0.938165411385;0.037708902416;10.0;1.36156861138;0.0140990099069;52.0
288;0.418903976422;0.0124288402885;1.37797115823;1.84611155277;0.00199858001538;100.0
289;0.55683442138;0.0;9.7400269909;1.22972306779;0.000955655528324;33.0
290;0.467347195391;0.0187831702162;1.16673344726;1.49250495558;0.00451233701299;100.0
291;0.521123186257;0.0;0.134250173391;1.3015958901;0.00149177328234;22.0
292;0.924385866722;0.0561208993974;10.0;1.29428922986;0.017445325338;33.0
293;0.508150202934;0.0117905376459;8.58287766912;1.30675474117;0.00310496134602;24.0
294;0.564934787224;0.0;4.6909347089;1.31427538123;0.00111585669818;22.0
295;0.434882235359;0.0;1.1989697394;1.23727219125;0.00471546358365;36.0
296;0.520076162302;0.0253520288191;6.78775980931;1.33797759264;0.000862735810335;21.0
297;0.499820009035;0.0180045799911;1.91769951497;1.38844526391;0.00405001753896;100.0
298;0.890267665771;0.0;3.14076606005;1.13456203042;0.0314672061798;34.0
299;0.575325926315;0.0;5.22964907642;1.20823679139;0.00273160140815;25.0
300;0.46308432173;0.0;3.46055161394;1.16800034019;0.00479944097592;25.0
301;0.929331028534;0.0380138305629;10.0;1.30836868977;0.0136482500135;49.0
302;0.439259938518;0.0125030372707;1.10515607952;1.60760388058;0.0031235304127;54.0
303;0.94384919582;0.0402553607782;4.65477165181;1.44661366068;0.0241344303485;25.0
304;0.906755385054;0.0518004680719;4.62280200093;1.34980281433;0.0295744966558;26.0
305;0.536943773239;0.0;5.42655838843;1.18282096117;0.00580274223592;37.0
306;0.614896425721;0.0;0.13129659336;1.21484771214;0.00758195983549;26.0
307;0.518948841196;0.0;3.6132055369;1.25484724433;0.00170529648113;27.0
308;0.461233758193;0.0;0.871813899022;1.16559113891;0.007637717933;30.0
309;0.933168002983;0.0449415807611;10.0;1.29266166628;0.0190683725778;59.0
310;0.481147522259;0.0;9.21500411716;1.17560382881;0.00342731367451;42.0
311;0.520937618027;0.0;0.0195382970661;1.42239718111;0.0023602310733;36.0
312;0.492967872147;0.0;2.74370436888;1.23474133794;0.00212729449431;32.0
313;0.94384523596;0.0365705755699;10.0;1.34283679656;0.00649771425335;51.0
314;0.494027787457;0.0;0.225459489307;1.35884705869;0.00323421147143;35.0
315;0.954212626826;0.0394770114021;4.97863333833;1.35646405639;0.015032817737;33.0
316;0.956363886232;0.0453039995309;4.83816812955;1.33190077116;0.0528022398922;27.0
317;0.944176491131;0.0422077951593;9.51161408643;1.26612072638;0.0246760214987;24.0
318;0.868411412509;0.0812281560108;9.82912143892;1.19564757213;0.00915775317414;32.0
319;0.431085856562;0.0157425028009;3.4283765774;1.38815824745;0.00148101006755;100.0
320;0.44197948522;0.0146586936357;2.89270084568;1.47678201844;0.00105175357943;77.0
321;;;1.0;1.5;;2.0
322;0.925179233425;0.0;1.96797799659;1.18164864822;0.0272799356975;24.0
323;0.45517002367;0.00755593434552;1.77110955812;1.487231836;0.00142070276759;54.0
324;0.750439949232;0.0484649504499;6.25447551196;1.41751480787;0.0139512406884;28.0
325;0.935501815843;0.0398311231316;10.0;1.31262138153;0.00496374112683;35.0
326;0.510818706002;0.0;0.254022204586;1.21248290149;0.00134119464181;29.0
327;0.446864499495;0.0219332983823;3.06064160731;1.49959394519;0.00105342195059;24.0
328;0.48919644687;5.58496423724e-05;4.5899418512;1.20701166415;0.00137687873932;38.0
329;0.508593822792;0.0311798527467;5.560138083;1.44864854754;0.00366827038998;28.0
330;0.884312813826;0.0903003009074;8.14669218159;1.33796282102;0.0105187687168;25.0
331;0.40053962946;0.0;0.154680777572;1.28331356174;0.00540278697923;32.0
332;0.953451710192;0.0268179399977;10.0;1.50166716496;0.0311302443479;100.0
333;0.928199201136;0.0452666707601;10.0;1.36920147746;0.0194628501623;100.0
334;0.945792856223;0.0378144501105;10.0;1.37603589126;0.0317993752278;100.0
335;0.604705157834;0.0;0.030837710959;1.36471940906;0.0115234911521;29.0
336;0.473546188255;0.0130068487361;2.93093086936;1.43280550178;0.000729805039316;31.0
337;0.935599559055;0.0314407785293;8.63695116052;1.28174852321;0.0156725296316;25.0
338;0.461324733804;0.0193567674851;1.25890420054;1.5780850756;0.00175405740156;100.0
339;0.539603893011;0.00241909432683;10.0;1.31247742166;0.00150952691266;43.0
340;0.476875200645;0.0310154111499;2.12867676793;1.4364246495;0.000426603572657;22.0
341;0.68125632052;0.0;5.63694706426;1.19941885924;0.00274550437742;26.0
342;0.523142311889;0.0;0.958182911392;1.18547502078;0.00783028512698;32.0
343;0.555121086785;0.0;6.12076612348;1.22945548182;0.00252890543943;53.0
344;0.517211702472;0.0279824688372;0.842161382786;1.38378620379;0.00191689170924;22.0
345;0.579721379963;0.0351822375446;2.22014411952;1.27430072668;0.00409447370186;100.0
346;0.554758374411;0.0428481733974;0.161361941609;1.52293492063;0.00882821917278;37.0
347;0.517299693969;0.0241834961657;8.42686759319;1.41000609207;0.00116134664918;22.0
348;0.492373533361;0.0557372019494;1.90747325299;1.37424844563;0.00143371883578;30.0
349;0.512117602437;0.0226154414521;2.30165314555;1.28437389208;0.000629303061549;28.0
350;0.602702928645;0.104751463843;10.0;1.23259957458;0.00619790632455;39.0
351;0.501137214899;0.0;1.64911921032;1.21551514094;0.00495188478569;41.0
352;0.632988667124;0.0;4.60714985238;1.10810612939;0.00123551073704;38.0
353;0.471254865951;0.0;6.88263471631;1.21458216286;0.00192405575393;50.0
354;0.517465054002;0.0684607144821;4.6260253131;1.32062230995;0.00520366129995;31.0
355;0.595353754379;0.0;5.7079044876;1.25887381004;0.00530039140633;32.0
