;thetaS;thetaR;alpha;n;resid;NrIter
0;0.917332812651;0.0451831494062;4.98494861481;1.25851804116;0.0133521306486;23.0
1;0.530772402052;0.0;10.0;1.21792705327;0.00244280916269;40.0
2;0.959374891056;0.0198112748537;4.4423245361;1.3852249046;0.0200713651931;25.0
3;0.718307978596;0.0;10.0;1.18802872989;0.00967358801619;30.0
4;0.894914829235;0.0842161811786;10.0;1.39585853445;0.0133821854928;100.0
5;0.687849940087;0.000166758253108;10.0;1.20035017396;0.0305111304226;32.0
6;0.682539147565;0.0;10.0;1.17843292538;0.00540736950373;31.0
7;0.625548097433;0.0;0.302378794805;1.22250924867;0.00676928421791;37.0
8;0.583750551843;0.0;0.378869436699;1.22291709801;0.0122162980357;32.0
9;0.870968734874;0.0;10.0;1.15179503834;0.00988195159361;30.0
10;0.599081910024;0.0;9.72924475642;1.12248437288;0.00344835539459;38.0
11;0.645707147225;0.0;1.76652734214;1.16911898998;0.00713850412887;32.0
12;0.538260686271;0.0;2.64458297908;1.15786559869;0.00283601861375;35.0
13;0.973519346824;0.0299113452141;4.02833578212;1.49902757104;0.062115706822;30.0
14;0.658625374877;0.0;4.47615394018;1.15428442004;0.00328189046023;23.0
15;0.974915974206;0.0370784621081;3.64502351547;1.43951296209;0.0530322884624;29.0
16;;;1.0;1.5;;2.0
17;0.692440072241;0.0;6.71650934744;1.18944055253;0.00974033438284;38.0
18;0.634402752185;0.0;3.25983000999;1.14311948838;0.0203534548381;57.0
19;0.952523585754;0.0440590052828;6.74590060624;1.33781177653;0.0416114243754;26.0
20;0.952851110751;0.0337430807342;3.37479649665;1.36294055385;0.00673349582467;27.0
21;0.566062017282;0.0;3.22150842012;1.20004033702;0.00330511910051;25.0
22;0.592602417007;0.0;0.908432025586;1.17543896353;0.0136580699998;33.0
23;0.93911810384;0.03364466976;7.51267839518;1.39331041245;0.0352130052451;34.0
24;0.575404600524;0.0;9.09694936048;1.10605757313;0.0145069369521;48.0
25;0.673189280936;0.0173077373606;10.0;1.14599807868;0.0128647810755;41.0
26;0.688050583841;0.0;10.0;1.15525940271;0.0106695410198;29.0
27;0.940011863518;0.0363973952533;8.80725563214;1.37833237172;0.03305817462;32.0
28;0.605516329642;0.0;10.0;1.13833043104;0.00584076824496;29.0
29;0.822085143919;0.0;4.08273211497;1.15524032742;0.0148231533849;38.0
30;0.550560915174;0.0145049401503;10.0;1.19372573892;0.00308441705647;69.0
31;0.634657615135;0.0454648915143;10.0;1.23147759562;0.00458956953733;54.0
32;0.628887238547;0.0;0.841227446289;1.19390061273;0.0150983630039;37.0
33;0.718678870066;0.038324508876;10.0;1.21814782834;0.00578296089076;34.0
34;0.945278208485;0.0387356175826;9.85616093992;1.26471537893;0.0299281741679;21.0
35;0.622318223068;0.0;2.76744181286;1.18069969175;0.00584941706943;21.0
36;0.932220316067;0.0423971699541;10.0;1.27795164205;0.0221869981996;48.0
37;0.74316022745;0.0;6.30202423045;1.18760891276;0.0118865110593;35.0
38;0.536517696138;0.0;3.52769394523;1.16468424055;0.00464447711522;35.0
39;0.571905414415;0.0;3.76897151591;1.17077055607;0.00261127757454;36.0
40;0.946176130836;0.0414304812786;10.0;1.34128828975;0.035998072822;21.0
41;0.576662303835;0.0387843641765;8.5430904244;1.19373235426;0.00346533939176;26.0
42;0.968244811142;0.0392944692433;4.25364793679;1.56101185197;0.0539336077942;100.0
43;0.615310059324;0.0;1.21990679971;1.17034851369;0.00202411838695;28.0
44;0.510748494196;0.0;0.384090730047;1.18827746554;0.00645226785563;31.0
45;0.514463411942;0.0306108101442;1.3808103256;1.24251115534;0.00027370742978;10.0
46;0.474094721877;0.0;1.55189000791;1.17154182751;0.00514263215281;30.0
47;0.905476460945;0.0597291962801;10.0;1.53580666182;0.0130904951601;100.0
48;0.888667214613;0.0869583693595;10.0;1.44881586604;0.0392642566465;100.0
49;0.503429251999;0.0;0.203252818357;1.32326583719;0.00647385668988;38.0
50;;;1.0;1.5;0.0;2.0
51;0.649177230728;0.0;0.495043886917;1.17841631361;0.00114884406395;24.0
52;0.691080309209;0.0;0.936079710224;1.14682469703;0.00687864082618;31.0
53;0.926275079932;0.0607618594468;10.0;1.36357192778;0.0448286574016;100.0
54;0.919273269787;0.050551409035;10.0;1.35982004664;0.0498859637858;95.0
55;0.651181610155;0.0;5.97253853739;1.15671343724;0.00366680521482;39.0
56;0.963367674874;0.0453502120296;7.31011225671;1.30748849304;0.0529043597562;40.0
57;0.484606387951;0.0;0.422177674755;1.22538885646;0.0144315552001;32.0
58;0.394214663423;0.0;0.86179020633;1.24512828722;0.00396497965671;37.0
59;0.817881033313;0.0637974889117;7.96169595678;1.23353664941;0.0135431341885;23.0
60;0.553069115336;0.0;5.92582102611;1.17717440904;0.00138470656081;33.0
61;0.704384277444;0.0646475677605;10.0;1.1767526778;0.0173872424204;38.0
62;0.508944448372;0.0;9.46256220777;1.14111572096;0.00177213049629;48.0
63;0.924803446945;0.0470449566005;10.0;1.21681686064;0.0329597363905;37.0
64;0.459923302583;0.0;4.38703909981;1.0951308278;0.0113728570054;43.0
65;0.537957998452;0.0;0.195568362849;1.22355926498;0.0162668351041;46.0
66;0.899416741284;0.0;4.53331624041;1.13903287453;0.0195509793921;20.0
67;0.592701368818;0.0;1.36851391922;1.19910757529;0.00227656378526;24.0
68;0.541459721635;0.0;0.946681293993;1.32710450317;0.00574172186646;25.0
69;0.587475025681;0.0;10.0;1.18658857995;0.00725750064252;34.0
70;0.903603284376;0.0300209734073;8.57842514109;1.27386949831;0.00949531448863;20.0
71;0.592748005578;0.0140234827373;10.0;1.188934405;0.00178103367121;69.0
72;0.59155185666;0.0;10.0;1.18688507979;0.00513064283338;27.0
73;0.905832663679;0.0449188210379;8.76500960047;1.32267164012;0.0209498743128;25.0
74;0.602805631438;0.0162832080505;10.0;1.25228950547;0.0108743315823;34.0
75;0.975105277246;0.0117869568723;7.09404085593;1.49100402239;0.0336513598114;70.0
76;0.489909462124;0.0;10.0;1.18789484518;0.00300933322729;32.0
77;0.658918117107;0.0;2.64901089493;1.17774750019;0.00439776323759;28.0
78;0.667860629415;0.0;1.17322395739;1.25411964307;0.00831076067372;33.0
79;0.90027319285;0.0705897371838;6.08860046408;1.2734091294;0.00499190285428;23.0
80;0.537752286528;0.0;0.650214078963;1.22470618157;0.00436104006407;29.0
81;0.745867787315;0.0;10.0;1.14791535846;0.0231808235349;31.0
82;0.93698983498;0.0440843375558;10.0;1.33981903951;0.0324685096946;47.0
83;0.637272215746;0.0;5.39154758085;1.13454874696;0.00666305083133;37.0
84;0.549209596578;0.0587749218411;0.0420188873207;1.60585277256;0.000757350326775;41.0
85;0.920072742734;0.0;9.66863029794;1.15086928805;0.0122247728838;39.0
86;0.543098387451;0.0669486537742;0.0978985122129;1.51165605749;0.00483039471409;100.0
87;0.853965879397;0.06999065207;10.0;1.2827847955;0.00336797971;48.0
88;0.63530796519;0.0;2.55916606015;1.13122645396;0.0162741706955;36.0
89;0.519059970081;0.0673558051024;1.47913994765;1.25714395062;0.0038158857314;100.0
90;0.689699234936;0.0;0.545317850984;1.16100519714;0.0360925515032;34.0
91;0.672228724394;0.0;10.0;1.11126357061;0.01688666418;32.0
92;;;1.0;1.5;;2.0
93;0.556623447515;0.0;0.308384592584;1.22507874371;0.00448040194315;30.0
94;;;1.0;1.5;0.0;2.0
95;0.610299921534;0.00334673398278;7.13986650471;1.1388407797;0.000779430900368;11.0
96;0.617947193698;0.0;10.0;1.14653554189;0.00289138720857;33.0
97;0.48439307132;0.0385846604358;10.0;1.23153732879;0.00122384719829;55.0
98;0.85609008851;0.0811521898344;10.0;1.35847049695;0.028508167284;95.0
99;0.910208128152;0.0584451430799;8.79625614696;1.30319763036;0.0416242662438;41.0
100;0.604076597163;0.0;5.67112319957;1.22248636662;0.00346710893541;27.0
101;0.912187113553;0.0366659699329;10.0;1.33418034572;0.021090973158;100.0
102;0.834238958709;0.0716807454186;9.97343076223;1.21270959688;0.00743220171432;24.0
103;0.506545608656;0.0203496246234;10.0;1.29801476088;0.000583110632068;33.0
104;0.546896603023;0.0;10.0;1.2473279041;0.00237443132668;29.0
105;0.537459225201;0.0;6.65192330436;1.30193298971;0.000344486600918;29.0
106;0.495276980149;0.0283359119615;1.42135394803;1.54713476012;0.00412662215665;100.0
107;0.531895402858;0.0;5.48200140133;1.27323618654;0.00124417732616;25.0
108;0.532380203193;0.0180430557317;10.0;1.27821594093;0.00549911993439;48.0
109;0.731323690102;0.0272373094415;10.0;1.3325827986;0.0155034728667;40.0
110;0.737975836335;0.0;4.40281817637;1.16217879548;0.016107527637;46.0
111;0.729326582584;0.0;0.727735488144;1.13812686757;0.0322558425793;100.0
112;0.59777478726;0.0321531770434;10.0;1.20193585974;0.00594391395352;28.0
113;0.90498467478;0.0528270992982;10.0;1.29273691548;0.0238660679835;39.0
114;0.882765699314;0.0;10.0;1.13593729535;0.00845193916826;28.0
115;0.519052661416;0.0135427259421;10.0;1.27647396393;0.00122578366184;33.0
116;0.591262430873;0.0449257564887;10.0;1.47654872618;0.0404668420997;100.0
117;0.806323218709;0.0;5.34521891416;1.1230000724;0.0140426058782;38.0
118;0.46021459224;0.0267910505766;8.06759334772;1.30986648325;0.00209455643539;24.0
119;0.583672335648;0.0390303313483;10.0;1.19803911083;0.00957435807238;31.0
120;0.622469239853;0.0;10.0;1.16530168511;0.0116841286097;31.0
121;0.756438150312;0.0;10.0;1.14105417651;0.0295359347662;33.0
122;0.722785567519;0.0271835385117;10.0;1.24101565682;0.0120786199884;46.0
123;0.693240476613;0.0296950070159;10.0;1.44922577944;0.0587400105963;100.0
124;0.751791017381;0.0496374930764;10.0;1.23967257131;0.0133106963157;36.0
125;0.519194403169;0.0;0.0253234674277;1.35492881312;0.00525491853514;38.0
126;0.543715662776;0.0;2.07902886661;1.17830646743;0.0126100002159;33.0
127;0.76214543287;0.0148622761321;10.0;1.22334448202;0.0102724336345;31.0
128;0.699705498853;0.0;1.50193592285;1.18607474773;0.00560896989061;100.0
129;0.688887358149;0.0;10.0;1.12047704108;0.00189022975212;38.0
130;0.685773385905;0.0590324887234;10.0;1.18483155834;0.0198014317693;38.0
131;0.686335129669;0.0;3.77085109613;1.21655972792;0.00964524877336;45.0
132;0.586294115683;0.0;4.12225167224;1.16339128949;0.0136736871314;31.0
133;0.569129982897;0.0211026432711;10.0;1.21904650549;0.0171208156426;35.0
134;0.616784014893;0.0124897631661;10.0;1.19888586035;0.00727957846705;73.0
135;0.778301002255;0.0;2.16445853313;1.10792306397;0.00344531382596;34.0
136;0.680468925361;0.0;10.0;1.1449424358;0.0252436899339;34.0
137;0.878286819593;0.0;5.01269985026;1.1355231465;0.0268771934789;38.0
138;0.899691278283;0.0;7.37218677754;1.1508585008;0.0725291059882;52.0
139;0.78411671852;0.0;10.0;1.14981155336;0.0124641766043;28.0
140;0.729329326028;0.0335814605041;10.0;1.34879585953;0.0145287373355;44.0
141;0.623957895425;0.0;1.73185215389;1.19990901765;0.00951874561053;33.0
142;0.841687735409;0.0;1.44957552315;1.13120026724;0.027003357738;40.0
143;;;1.0;1.5;;2.0
144;0.730480468736;0.0;6.17360787692;1.14221862897;0.00600468129907;22.0
145;0.72665200956;0.0;9.01196418405;1.14950017378;0.00484108220144;51.0
146;0.660346773438;0.0;10.0;1.11580652378;0.00325938294712;29.0
147;0.375584667604;0.0;0.01;1.38874218875;0.00151879910938;53.0
148;0.446311852068;0.0;0.0414320547962;1.16910428214;0.00298401213872;41.0
149;0.595611401552;0.0;0.597152371286;1.16295474816;0.0103584338171;95.0
150;;;1.0;1.5;;2.0
151;0.887731564849;0.0611204263546;9.8018376242;1.27095190602;0.00576438068163;24.0
152;0.679922150623;0.0;10.0;1.18219735036;0.00970726670787;31.0
153;0.536542037044;0.0;1.66548811518;1.20427042447;0.00224462467413;26.0
154;0.794472130549;0.168612307131;10.0;1.21317258584;0.0171527197728;43.0
155;0.604695181385;0.0;0.576009730383;1.28974228553;0.00139322398863;36.0
156;;;1.0;1.5;;2.0
157;0.449646459793;0.0;5.46227130884;1.18094396567;0.000589937308686;29.0
158;0.909816529036;0.0;7.36523732052;1.2027500831;0.0106014775223;40.0
159;0.925143037388;0.0552602934495;7.64932191221;1.22932486574;0.0184451874641;25.0
160;;;1.0;1.5;;2.0
161;0.8820393611;0.0;7.63538162492;1.17429401389;0.00872139227546;27.0
162;0.623652956504;0.0;2.8361967237;1.10122496146;0.000992536271264;39.0
163;0.922787645616;0.058124481502;7.13312289398;1.26190456684;0.0295688017414;21.0
164;0.634591467721;0.0;1.76491072863;1.12613899603;0.000381298429503;29.0
165;0.89220976411;0.0675026679986;4.83334391401;1.27908216454;0.00421243078568;24.0
166;0.572630252512;0.0;10.0;1.20038674405;0.0019599831518;30.0
167;0.602977142825;0.0;5.33043237239;1.16065087939;0.00267241101776;28.0
168;0.897692711389;0.0763724825276;10.0;1.29352973729;0.00475760529523;43.0
169;0.52010953878;0.0;9.57624322633;1.16195986474;0.00261531643994;42.0
170;0.586835759118;0.0;2.48950370696;1.16172691119;0.0130244714763;30.0
171;0.912177262809;0.0487367037464;10.0;1.28148791075;0.0132855371119;50.0
172;0.314682929123;0.0;0.0231803357662;1.23748579693;0.00196874658468;35.0
173;0.646900246387;0.0;10.0;1.14312752078;0.00526558561194;29.0
174;0.909666789948;0.0;10.0;1.13209951465;0.0457346224483;25.0
175;0.549467042282;0.0146633376438;0.351256712886;1.26775381955;0.00127509250872;66.0
176;0.549001426716;0.0;0.811068378008;1.2335669733;0.0015974817559;34.0
